student_id,gender,archetype,Algorithm_&_Program_Design_Minor1,Algorithm_&_Program_Design_Minor2,Algorithm_&_Program_Design_EndSem,Database_Management_Systems_Minor1,Database_Management_Systems_Minor2,Database_Management_Systems_EndSem,Programming_with_Java_Minor1,Programming_with_Java_Minor2,Programming_with_Java_EndSem,Digital_Logic_&_Computer_Architecture_Minor1,Digital_Logic_&_Computer_Architecture_Minor2,Digital_Logic_&_Computer_Architecture_EndSem,Software_Engineering_Minor1,Software_Engineering_Minor2,Software_Engineering_EndSem,Theoretical_Computer_Science_Minor1,Theoretical_Computer_Science_Minor2,Theoretical_Computer_Science_EndSem,Advanced_Data_Structures_Minor1,Advanced_Data_Structures_Minor2,Advanced_Data_Structures_EndSem,Data_Communication_&_Networks_Minor1,Data_Communication_&_Networks_Minor2,Data_Communication_&_Networks_EndSem,Operating_Systems_&_Shell_Programming_Minor1,Operating_Systems_&_Shell_Programming_Minor2,Operating_Systems_&_Shell_Programming_EndSem,AI_&_ML_Minor1,AI_&_ML_Minor2,AI_&_ML_EndSem,Software_Testing_&_QA_Minor1,Software_Testing_&_QA_Minor2,Software_Testing_&_QA_EndSem,Analysis_&_Design_of_Algorithms_Minor1,Analysis_&_Design_of_Algorithms_Minor2,Analysis_&_Design_of_Algorithms_EndSem,Data_Mining_&_Warehousing_Minor1,Data_Mining_&_Warehousing_Minor2,Data_Mining_&_Warehousing_EndSem,Information_&_Cybersecurity_Minor1,Information_&_Cybersecurity_Minor2,Information_&_Cybersecurity_EndSem,Cloud_Computing_Minor1,Cloud_Computing_Minor2,Cloud_Computing_EndSem,Algorithm_&_Program_Design_IsWeak,Database_Management_Systems_IsWeak,Programming_with_Java_IsWeak,Digital_Logic_&_Computer_Architecture_IsWeak,Software_Engineering_IsWeak,Theoretical_Computer_Science_IsWeak,Advanced_Data_Structures_IsWeak,Data_Communication_&_Networks_IsWeak,Operating_Systems_&_Shell_Programming_IsWeak,AI_&_ML_IsWeak,Software_Testing_&_QA_IsWeak,Analysis_&_Design_of_Algorithms_IsWeak,Data_Mining_&_Warehousing_IsWeak,Information_&_Cybersecurity_IsWeak,Cloud_Computing_IsWeak
MCA23_0088,Female,highachiever,0,0,0,15,15,45,0,0,0,17,16,49,16,15,45,15,17,60,18,19,54,20,20,45,17,16,51,17,16,49,16,18,55,18,15,56,0,0,0,15,14,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_0089,Male,struggling,3,0,21,1,5,24,6,5,14,0,0,0,6,8,22,3,6,25,7,5,25,1,3,12,0,0,0,2,8,31,8,5,26,0,0,0,6,4,19,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0090,Male,specializedai,0,0,0,17,14,57,7,12,30,0,0,0,5,13,40,13,12,37,0,0,0,0,0,0,0,0,0,18,15,48,0,0,0,0,0,0,17,17,59,20,17,51,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MCA23_0091,Male,specializedai,15,16,37,17,16,60,0,0,0,0,0,0,19,10,45,7,11,42,0,0,0,18,16,59,11,8,25,16,18,60,0,0,0,10,19,35,0,0,0,15,11,48,18,17,60,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
MCA23_0092,Female,specializedai,18,15,53,18,19,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,59,10,20,25,17,15,55,0,0,0,15,14,41,0,0,0,0,0,0,18,19,55,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
MCA23_0093,Female,highachiever,0,0,0,0,0,0,20,18,49,0,0,0,15,14,47,18,15,52,17,14,45,19,18,55,17,18,54,0,0,0,17,14,54,0,0,0,15,17,54,15,17,51,15,14,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_0094,Male,forced_weak,6,5,21,0,7,22,7,0,23,1,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,20,1,7,19,4,6,29,4,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0095,Female,forced_weak,0,0,0,0,0,0,5,10,13,4,0,31,0,0,0,10,6,16,0,0,0,4,4,11,5,7,3,0,0,0,10,2,10,0,0,0,7,6,11,3,0,7,6,2,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0096,Female,average,13,12,41,14,12,33,17,16,20,10,10,33,0,0,0,11,16,37,0,0,0,14,19,34,12,13,41,14,10,46,6,8,60,10,16,56,5,18,46,0,0,0,10,18,39,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
MCA23_0097,Male,average,13,13,36,13,16,34,13,18,30,0,0,0,12,14,37,0,0,0,16,12,27,16,11,30,20,13,44,13,10,46,14,11,44,10,9,27,0,0,0,12,10,41,7,13,43,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
MCA23_0098,Female,average,13,20,29,11,14,47,0,0,0,0,0,0,19,19,49,0,0,0,17,10,31,0,0,0,0,0,0,13,8,35,0,0,0,6,19,60,13,11,60,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0
MCA23_0099,Female,forced_weak,4,5,20,4,4,24,0,0,0,0,0,0,7,0,26,3,2,16,2,6,36,7,10,4,3,2,32,4,5,26,0,3,29,0,0,0,4,5,19,3,7,18,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0100,Male,average,11,5,37,9,15,23,10,17,33,0,0,0,12,11,59,6,20,36,13,11,33,9,16,25,14,5,42,16,8,46,0,0,0,20,5,36,6,20,37,0,0,0,10,8,41,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1
MCA23_0101,Female,average,10,7,29,9,12,29,0,0,0,20,16,44,0,0,0,11,13,39,11,14,43,8,20,44,0,0,0,7,13,28,20,14,28,0,0,0,0,0,0,5,18,28,11,17,37,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
MCA23_0102,Male,forced_weak,4,3,13,3,3,13,5,6,10,8,2,3,0,0,0,0,0,0,0,0,0,2,2,0,3,4,27,0,0,0,0,0,0,5,8,19,0,0,0,2,3,18,0,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0103,Female,forced_weak,0,0,0,1,6,16,1,5,19,0,0,0,9,5,13,8,7,32,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,3,19,0,0,0,5,10,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0104,Female,average,17,9,41,0,0,0,13,18,52,13,9,31,0,0,0,0,0,0,8,15,27,0,0,0,0,0,0,10,9,25,0,0,0,17,13,28,0,0,0,0,0,0,12,13,56,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0
MCA23_0105,Male,highachiever,20,15,55,18,17,57,0,0,0,0,0,0,16,17,60,0,0,0,0,0,0,0,0,0,15,14,60,0,0,0,15,14,60,0,0,0,0,0,0,16,15,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_0106,Male,forced_weak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,40,2,6,12,8,1,24,2,4,9,0,0,0,3,4,21,0,0,0,2,8,34,2,0,23,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0107,Female,average,0,0,0,13,12,36,14,17,34,0,0,0,8,18,40,0,0,0,20,8,20,0,0,0,18,18,41,0,0,0,14,20,37,7,8,23,0,0,0,10,9,46,5,10,47,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1
MCA23_0108,Female,average,9,8,50,7,8,40,0,0,0,19,9,60,5,11,45,6,10,29,0,0,0,0,0,0,0,0,0,13,17,32,9,12,52,0,0,0,5,17,28,0,0,0,15,16,35,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0
MCA23_0109,Male,average,15,18,29,11,14,34,0,0,0,18,16,41,0,0,0,5,15,52,0,0,0,0,0,0,0,0,0,9,14,47,15,14,26,15,18,29,0,0,0,0,0,0,13,12,36,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
MCA23_0110,Male,forced_weak,8,8,6,3,4,18,0,0,0,5,4,10,4,4,18,5,5,15,8,1,12,10,1,6,7,0,17,10,0,0,0,0,0,0,0,0,10,4,0,2,3,17,4,8,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0111,Female,specializedai,14,13,26,0,0,0,14,12,39,11,18,31,16,11,53,14,11,36,18,16,56,17,20,60,0,0,0,0,0,0,16,13,22,0,0,0,17,17,60,10,8,33,16,18,55,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
MCA23_0112,Female,average,20,17,26,9,10,35,10,14,47,0,0,0,8,11,27,17,9,46,6,16,38,19,9,34,0,0,0,11,12,20,16,20,42,0,0,0,14,12,47,0,0,0,9,8,41,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1
MCA23_0113,Male,specializedai,12,12,46,18,15,58,11,10,39,7,17,39,12,13,56,19,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,40,18,15,58,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
MCA23_0114,Male,forced_weak,6,4,31,0,0,0,9,4,34,4,7,34,0,0,0,4,1,40,3,5,31,0,0,0,0,4,22,0,0,0,5,9,17,0,0,0,1,9,13,0,8,14,3,0,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0115,Male,struggling,0,0,0,10,8,18,0,0,0,7,3,21,7,5,27,9,3,18,4,10,35,5,5,27,4,8,21,0,0,0,0,0,0,7,0,24,2,7,16,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0116,Female,average,14,14,39,11,14,53,0,0,0,13,15,37,13,7,40,14,12,39,0,0,0,0,0,0,9,17,41,9,11,53,16,9,51,12,17,38,17,9,37,17,5,39,11,16,50,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
MCA23_0117,Male,average,15,16,34,0,0,0,0,0,0,0,0,0,12,10,29,10,13,46,11,11,31,0,0,0,10,12,33,11,15,35,13,19,31,11,16,54,0,0,0,12,16,45,12,18,33,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0
MCA23_0118,Male,forced_weak,5,5,17,0,0,0,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,4,2,26,0,0,0,0,0,0,0,5,0,0,0,0,10,10,11,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0119,Female,average,7,18,45,20,9,20,17,8,46,17,15,42,14,17,45,0,0,0,15,16,51,17,14,40,0,0,0,0,0,0,0,0,0,13,13,21,8,13,23,10,12,32,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
MCA23_0120,Female,struggling,0,0,0,6,3,18,0,0,0,0,0,0,4,3,19,0,0,0,0,0,0,5,6,27,0,0,0,3,5,14,0,0,0,0,0,0,0,0,0,0,0,0,3,8,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0121,Male,highachiever,0,0,0,15,17,57,15,14,52,0,0,0,17,14,47,16,15,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,58,17,15,45,18,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_0122,Female,forced_weak,4,7,27,0,0,0,2,8,20,10,0,14,5,8,23,5,1,8,5,0,14,0,0,0,0,0,0,0,2,27,0,0,0,0,0,0,4,1,8,7,6,30,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0123,Female,specializedai,0,0,0,0,0,0,0,0,0,0,0,0,18,18,60,0,0,0,17,17,59,0,0,0,8,12,43,17,16,59,15,14,41,12,19,56,0,0,0,13,10,40,18,19,54,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
MCA23_0124,Female,average,0,0,0,15,14,53,0,0,0,15,6,32,10,15,45,0,0,0,12,11,40,0,0,0,0,0,0,0,0,0,8,5,36,0,0,0,8,9,59,12,10,41,20,12,46,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
MCA23_0125,Male,average,0,0,0,18,16,60,0,0,0,12,16,56,0,0,0,0,0,0,0,0,0,18,11,51,0,0,0,13,15,29,14,5,33,15,18,44,7,18,28,15,9,32,9,14,38,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
MCA23_0126,Male,highachiever,0,0,0,0,0,0,0,0,0,16,17,50,0,0,0,0,0,0,15,17,54,0,0,0,0,0,0,0,0,0,16,15,58,0,0,0,16,18,47,19,18,59,16,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_0127,Male,average,15,16,45,13,9,33,0,0,0,16,19,40,14,18,33,0,0,0,12,15,24,0,0,0,0,0,0,16,11,38,15,11,50,0,0,0,0,0,0,13,13,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
MCA23_0128,Female,average,20,20,35,0,0,0,16,17,36,0,0,0,12,14,59,0,0,0,9,20,45,15,16,54,0,0,0,16,13,46,0,0,0,11,7,46,0,0,0,9,5,45,5,10,34,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
MCA23_0129,Male,average,0,0,0,0,0,0,18,9,57,0,0,0,0,0,0,0,0,0,14,14,35,6,11,37,16,16,42,0,0,0,6,12,49,0,0,0,17,10,48,6,9,56,12,11,51,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0
MCA23_0130,Female,average,17,20,41,16,14,33,0,0,0,9,12,57,20,14,35,8,15,57,12,5,46,0,0,0,14,13,32,17,12,25,0,0,0,0,0,0,8,12,20,10,12,46,12,17,53,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0
MCA23_0131,Male,average,0,0,0,9,12,33,0,0,0,12,5,47,15,18,25,11,17,50,18,14,39,6,18,35,0,0,0,9,15,39,0,0,0,10,13,47,0,0,0,15,19,42,7,12,44,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1
MCA23_0132,Male,struggling,0,0,0,5,4,22,2,7,22,0,0,0,0,0,0,0,0,0,11,3,32,0,0,0,7,6,16,0,0,0,10,0,19,0,0,0,0,0,0,2,6,23,12,7,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0133,Male,specializedai,13,11,36,0,0,0,10,11,46,0,0,0,6,12,35,16,12,51,0,0,0,0,0,0,17,5,44,18,19,51,15,14,44,0,0,0,0,0,0,12,14,33,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
MCA23_0134,Male,average,0,0,0,19,14,35,0,0,0,0,0,0,15,16,38,0,0,0,9,19,42,15,19,40,14,17,32,13,14,30,0,0,0,18,16,29,0,0,0,20,7,46,17,17,37,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
MCA23_0135,Female,struggling,7,8,27,8,0,20,6,2,28,0,0,0,0,0,0,0,0,0,3,6,21,1,10,19,0,0,0,0,0,0,4,4,11,0,0,0,2,7,24,0,0,0,9,5,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0136,Male,struggling,6,7,35,6,3,20,6,5,15,0,0,0,0,0,0,0,0,0,0,2,33,4,4,30,0,0,0,8,1,17,12,4,35,0,0,0,5,5,17,6,1,12,10,1,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0137,Male,average,17,17,44,12,11,38,16,18,37,20,14,36,0,0,0,12,19,46,13,16,29,16,8,43,0,0,0,14,11,29,14,15,42,13,11,60,11,10,40,12,12,58,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
MCA23_0138,Female,average,0,0,0,0,0,0,0,0,0,10,20,32,15,11,35,17,12,35,0,0,0,10,11,40,14,10,47,0,0,0,10,13,58,13,10,42,11,15,45,17,13,56,16,11,60,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
MCA23_0139,Female,average,12,8,20,5,7,42,9,6,38,8,15,44,15,5,40,12,9,20,12,18,20,9,14,51,11,20,22,5,18,20,14,12,30,11,8,36,13,12,34,14,20,37,16,10,26,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0
MCA23_0140,Female,struggling,8,6,17,12,7,17,0,0,0,9,4,31,6,10,24,0,0,0,0,0,0,3,3,26,0,0,0,10,6,23,0,0,0,6,4,10,0,0,0,0,0,0,5,4,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0141,Female,forced_weak,5,9,15,3,7,26,0,0,0,3,0,13,0,0,0,0,0,0,3,0,24,0,0,0,0,0,0,7,9,13,0,0,0,6,4,17,0,5,29,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0142,Male,average,14,14,26,0,0,0,0,0,0,12,14,41,16,16,60,0,0,0,17,11,31,11,12,46,6,9,43,15,16,32,0,0,0,18,5,37,0,0,0,15,15,49,11,12,60,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
MCA23_0143,Male,highachiever,15,17,51,18,14,48,17,14,52,15,15,53,0,0,0,0,0,0,19,16,47,0,0,0,16,14,48,18,14,53,0,0,0,0,0,0,20,17,54,15,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_0144,Female,struggling,7,8,24,1,1,25,11,6,17,1,3,22,0,0,0,0,0,0,7,7,21,5,8,20,0,0,0,11,7,15,7,4,27,9,7,27,0,0,0,5,8,27,6,4,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0145,Female,average,11,14,25,14,13,43,0,0,0,0,0,0,0,0,0,14,8,35,12,13,41,9,13,36,0,0,0,10,20,52,0,0,0,14,15,41,16,17,37,8,7,38,5,15,36,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
MCA23_0146,Female,average,20,9,42,10,15,39,13,11,34,0,0,0,0,0,0,16,10,22,0,0,0,10,16,37,0,0,0,12,16,32,18,13,26,13,10,46,0,0,0,0,0,0,10,9,47,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
MCA23_0147,Male,average,5,13,35,13,13,41,11,15,22,13,10,51,9,17,39,0,0,0,0,0,0,0,0,0,11,15,36,5,13,20,0,0,0,0,0,0,0,0,0,0,0,0,15,9,49,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
MCA23_0148,Female,forced_weak,0,0,0,0,0,0,2,3,20,0,5,16,0,0,0,5,6,23,0,0,0,8,4,13,3,5,30,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,5,5,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0149,Female,struggling,9,9,27,4,3,18,9,7,35,0,0,0,8,9,32,7,0,21,0,0,0,0,0,0,9,1,17,0,0,0,0,0,0,5,4,26,9,0,25,0,0,0,6,9,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0150,Female,forced_weak,4,5,0,0,4,22,1,1,25,0,0,0,1,3,36,5,5,40,0,7,36,4,7,10,0,0,0,8,9,19,8,3,29,0,0,0,0,1,21,0,7,28,5,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0151,Female,forced_weak,2,4,19,0,0,0,4,3,25,10,4,25,0,3,35,4,6,13,5,9,8,0,0,0,2,4,11,2,1,26,4,3,22,0,0,0,0,0,0,5,4,8,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0152,Female,specializedai,0,0,0,18,16,48,14,19,53,0,0,0,13,20,36,0,0,0,0,0,0,18,18,52,0,0,0,17,15,57,15,12,60,16,12,24,19,19,54,14,13,45,16,14,59,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MCA23_0153,Male,average,9,11,29,10,18,59,6,9,42,6,14,45,0,0,0,12,9,44,19,15,33,0,0,0,15,16,23,0,0,0,0,0,0,6,13,30,0,0,0,0,0,0,16,15,35,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0
MCA23_0154,Male,specializedai,0,0,0,0,0,0,15,10,29,0,0,0,14,9,46,0,0,0,0,0,0,18,14,58,15,10,31,17,17,55,14,20,34,6,17,56,18,14,55,8,16,26,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
MCA23_0155,Male,specializedai,0,0,0,17,18,51,0,0,0,0,0,0,14,14,40,17,17,46,16,16,60,0,0,0,19,9,38,0,0,0,6,15,36,11,11,41,16,16,52,0,0,0,17,18,52,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
MCA23_0156,Male,average,6,9,41,0,0,0,0,0,0,13,20,30,0,0,0,12,10,44,0,0,0,20,15,52,13,10,37,0,0,0,0,0,0,5,20,33,0,0,0,9,5,37,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0
MCA23_0157,Male,average,16,15,51,0,0,0,0,0,0,0,0,0,12,10,37,12,17,41,0,0,0,0,0,0,0,0,0,15,13,30,0,0,0,0,0,0,0,0,0,11,18,35,19,11,54,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
MCA23_0158,Female,specializedai,13,13,53,15,14,58,13,16,40,15,10,45,0,0,0,0,0,0,17,16,60,17,18,55,12,14,36,0,0,0,0,0,0,15,14,49,0,0,0,14,16,53,19,15,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MCA23_0159,Female,specializedai,0,0,0,0,0,0,9,7,29,17,15,53,7,20,37,0,0,0,17,16,57,0,0,0,0,0,0,17,20,57,0,0,0,0,0,0,17,14,54,0,0,0,17,16,56,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0
MCA23_0160,Male,forced_weak,5,2,19,2,8,7,7,9,23,4,5,15,0,0,0,0,0,0,5,8,22,0,0,0,3,2,18,1,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0161,Female,highachiever,0,0,0,0,0,0,15,16,55,17,14,60,0,0,0,17,15,47,15,14,50,17,17,59,0,0,0,16,18,59,0,0,0,0,0,0,0,0,0,17,17,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_0162,Female,forced_weak,0,0,0,0,0,0,0,0,0,5,7,26,4,5,24,0,0,0,0,0,0,3,5,34,9,4,21,8,0,16,9,7,23,0,4,14,5,2,9,0,8,16,5,4,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0163,Female,average,14,16,42,0,0,0,16,10,28,17,12,56,0,0,0,20,17,45,10,20,53,10,20,41,0,0,0,9,9,35,11,11,35,16,15,34,0,0,0,0,0,0,13,19,58,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
MCA23_0164,Female,average,0,0,0,15,11,43,12,18,26,12,13,41,0,0,0,0,0,0,11,12,44,10,14,36,0,0,0,0,0,0,0,0,0,13,6,51,9,18,41,6,15,41,17,16,27,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
MCA23_0165,Male,average,7,15,36,11,10,56,20,17,24,0,0,0,16,18,59,0,0,0,0,0,0,10,7,36,0,0,0,17,16,44,7,8,31,0,0,0,16,12,44,12,14,43,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
MCA23_0166,Female,highachiever,15,15,49,18,18,56,17,14,57,20,15,51,15,15,45,0,0,0,18,14,51,19,14,45,0,0,0,17,17,45,18,17,52,0,0,0,0,0,0,18,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_0167,Male,average,0,0,0,7,18,40,8,13,20,15,13,27,0,0,0,5,7,37,11,17,33,0,0,0,0,0,0,20,10,43,13,18,42,10,9,46,8,18,45,13,8,46,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0
MCA23_0168,Male,average,0,0,0,16,17,35,0,0,0,0,0,0,12,13,49,9,14,45,12,6,50,0,0,0,5,17,54,0,0,0,0,0,0,12,15,26,14,16,46,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0
MCA23_0169,Male,average,11,5,38,0,0,0,0,0,0,9,15,36,18,12,40,15,17,54,12,12,20,20,15,47,15,14,43,10,12,30,0,0,0,20,8,49,7,14,43,7,11,43,13,9,33,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1
MCA23_0170,Female,struggling,0,0,0,0,0,0,0,0,0,6,6,22,7,2,29,0,0,0,0,0,0,0,0,0,0,0,0,5,4,35,10,9,30,4,2,14,11,4,13,5,5,23,7,3,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0171,Male,average,17,18,23,12,13,32,0,0,0,7,17,42,0,0,0,15,11,28,12,15,20,18,9,35,0,0,0,19,8,49,0,0,0,0,0,0,0,0,0,14,18,31,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
MCA23_0172,Male,forced_weak,6,5,22,3,6,11,2,6,23,1,9,12,4,10,0,0,0,0,0,8,15,0,0,0,0,0,0,3,5,33,7,3,10,0,0,0,0,0,0,0,0,0,2,3,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0173,Male,forced_weak,0,5,35,0,0,0,7,5,19,1,6,6,0,0,0,7,2,24,3,4,29,0,0,0,6,8,12,0,0,0,5,5,13,6,3,15,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0174,Male,forced_weak,3,6,24,0,6,13,0,0,0,4,0,24,0,5,22,7,10,6,4,4,24,5,3,15,0,0,0,0,0,0,1,6,9,10,1,22,0,0,0,2,0,27,9,3,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0175,Female,struggling,6,12,26,4,3,11,2,4,15,0,8,27,0,0,0,0,0,0,0,0,0,7,4,12,0,0,0,0,0,0,4,6,13,12,1,23,7,6,32,0,7,20,8,6,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0176,Male,struggling,3,4,30,7,2,30,0,0,0,12,2,25,12,7,16,7,10,14,6,5,17,7,5,26,10,2,22,6,6,21,0,0,0,8,7,22,9,0,21,5,6,29,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0177,Female,struggling,0,0,0,0,0,0,8,8,12,7,4,22,5,3,14,6,7,17,10,12,24,0,0,0,11,11,31,9,7,14,0,0,0,0,0,0,5,3,23,11,5,23,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
MCA23_0178,Female,forced_weak,6,8,22,5,5,19,5,3,12,2,0,11,4,5,17,0,9,30,0,0,0,0,0,0,1,5,23,4,7,20,0,0,0,0,0,0,0,0,0,5,6,30,4,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_0179,Male,average,14,15,43,10,13,35,18,12,33,0,0,0,12,12,39,0,0,0,0,0,0,13,15,31,13,17,29,0,0,0,17,6,49,17,18,34,0,0,0,11,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
MCA23_0180,Male,average,8,13,34,14,8,43,20,5,28,11,16,48,0,0,0,9,13,40,7,12,45,0,0,0,0,0,0,0,0,0,18,14,47,12,14,44,0,0,0,5,12,49,14,10,20,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0
MCA23_0181,Male,average,18,11,40,0,0,0,20,10,36,10,6,40,12,14,39,11,11,34,0,0,0,0,0,0,20,10,51,0,0,0,11,9,31,0,0,0,0,0,0,12,15,50,13,11,37,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0
MCA23_0182,Male,struggling,0,0,0,6,1,23,0,0,0,2,12,19,7,0,21,7,5,18,4,9,22,0,0,0,0,0,0,10,2,9,12,1,23,7,0,20,8,7,28,5,8,17,2,2,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
